Fall-Liste Versammlungen (aktueller Monat),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
rot und kursiv markiert = Versammlung wurde abgesagt,,,,,,,,
,,,,,,,,
Bescheid ausgelaufen,,,,,,,,
,,,,,,,,
Datum,Beginn,Ende,Örtlichkeit (ink. AKG + SKG),Stationär / sfV,Organisation,Thema,TN-Zahl,Eingangs-datum
2023-05-21 00:00:00,13.00,17.00,Odeonsplatz - Geschwister-Scholl-Platz,sfv,,Beseitigung der Militärdiktatur in Myanmar,200,25.04.2023
2023-05-21 00:00:00,15.00,16.30,OPL,stationär,,Tag der Solidarität mit politischen Gefangenen in Belarus,30,11.05.2023
2023-05-21 00:00:00,14.00,17.30,Kolumbusplatz - JVA Stadelheim,sfv,,"#FREEMAXEDER, Für den politisch eingesperrten Oberst a. D Maximilian Eder",100-200,15.05.2023
2023-05-22 00:00:00,18.00,19.00,Lissi-Kaesser-Straße,stationär,isarlust e.V.,Kulturlieferdienst,50,30.03.2023
2023-05-22 00:00:00,18.00,20.15,MPL bis MPL,sfv,,Spaziergang für den Frieden,15,11.04.2023
2023-05-22 00:00:00,18.00,20.00,Karlsplatz über OPL bis Ludwigstraße 2 Bayerisches Staatsministerium,sfv,,Trauerzug wegen des 6. Massen-Artensterbens anlässlich des Tages der Artenvielfalt,20,16.05.2023
2023-05-23 00:00:00,12.00,14.00,MPL ,stationär,,74. Geburtstag des Grundgesetzes,5-20,20.04.2023
2023-05-23 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,10-25,26.04.2023
2023-05-23 00:00:00,14.00,16.00,Brundageplatz,stationär,IG Metall München,Tarifrunde 2023 in der Leiharbeit,1200,17.05.2023
2023-05-24 00:00:00,19:00,21:00,Truderinger Str. (Bahnhofsvorplatz S-Bahnhof Trudering),stationär,Karawane München,Grenzen töten! Gedenkkundgebung für ein Europa ohne Grenzen in Gedanken an alle Todesopfer an den Grenzen.,50,04.05.2023
2023-05-24 00:00:00,19.30,20.30,Marienplatz,stationär,,Die aktuelle Situation in Palästina,5,17.04.2023
2023-05-24 00:00:00,18.00,22.00,St.-Pauls-Platz - St.-Pauls-Platz,sfv,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,09.05.2023
2023-05-24 00:00:00,11.00,18.30,Marienplatz,stationär,,Unterstützung der Ukraine,100,22.05.2023
2023-05-24 00:00:00,10.00,11.00,Ecke Hermann-Linggstraße /Bayerstraße östliche Seite,stationär,,Mahnwache vor dem Verwaltungsgericht München,2-10,22.05.2023
2023-05-25 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-04-16 00:00:00
2023-05-25 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,28.03.2030
2023-05-25 00:00:00,18.00,21.00,Karlsplatz,stationär,DieUrbane.LandesverbandBY,Kundgebung und Gedenktag von George Floyd - Gegen Polizeigewalt,200,03.05.2023
2023-05-25 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Mahnwache vor dem BR,10-30,15.05.2023
2023-05-25 00:00:00,10.00,13.15,St.-Pauls-Platz - St.-Pauls-Platz,sfv,Helfer Deutschland e. V.,Gebet für die von vorgeburtlicher Tötung bedrohte Menschen (…),25,19.05.2023
2023-05-25 00:00:00,18.00,19.00,Paul-Heyse-Straße 2-4,stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,2-20,22.05.2023
2023-05-26 00:00:00,17.00,19.00,Max-Joseph-Platz,stationär,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20,23.05.2023
2023-05-26 00:00:00,13:00,14:00:00,Karlsplatz (Stachus),stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,offen,2022-12-09 00:00:00
2023-05-26 00:00:00,18.00,19.00,"Neuhauser Straße, vor St. Michaelskirche",stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,ca. 10-24,2023-04-11 00:00:00
2023-05-26 00:00:00,16.00,19.00,Tal 11 in den Parkbuchten,stationär,Fridays for Future,Protestaktion gegen die IAA,35,26.04.2023
2023-05-26 00:00:00,17.00,18.00,Wilibaldstraße,stationär,isarlust e.V.,Kulturlieferdienst,50,15.05.2023
2023-05-26 00:00:00,15.00,18.00,Plattnerstr. / Hebenstreitstr.,stationär,Bürgerinitiative Mehr Platz zum Lebe,Halt 58 wird bunter,20,23.05.2023
2023-05-26 00:00:00,17.00,19.15,Münchner Freiheit - OPL,sfV,,Für die Erarbeitung STARKER Tierschutzgesetze!,70-100,16.05.2023
2023-05-26 00:00:00,16.00,18.00,Karlsplatz/Stachus beim Brunnen  ,stationär,,"div. aktuelle politische und wirtschaftliches, z.B. Krieg beenden, keine Waffen in Kriegsgebiete, Bargeld erhalten, keine Machtübernahme durch WHO",100,15.05.2023
2023-05-26 00:00:00,15.00,17.00,"Trappentreustraße 23, 2 PKW Parkplätze",stationär,,Parkplätze zu lebenswertem Raum umgestalten,10,22.05.2023
2023-05-27 00:00:00,14:00,16:45,Siegestor - Karl-Stützel-Platz,sfV,Partei der Humanisten,Etablierung einer europäischen Armee,20-60,30.04.2023
2023-05-27 00:00:00,17.00,19.30,P+R beim Ostpark Eislaufzentrum - P+R beim Ostpark Eislaufzentrum,Autokorso,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China! End CCP - der bösartigen Kommunistischen Partei Chinas ein Ende setzen!,15 KFZ,28.04.2023
2023-05-27 00:00:00,17:45,20:45,Karlsplatz,stationär,,Active Love: Frieden anstatt Extremismus,10,28.04.2023
2023-05-27 00:00:00,11.00,15.45,Stachus,stationär,,Gemeinsam durch die heutige Krise,10,13.03.2023
2023-05-27 00:00:00,12.30,18.00,Orleansplatz,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-05-27 00:00:00,17.15,20.15,"Neuhauser Straße 2, Höhe Jagdt- und Fischereimuseum",stationär,,Activists for the Victims,5-20,28.02.2023
2023-05-27 00:00:00,12:45,17:45,Sendlinger Str. 8,stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,30,27.03.2023
2023-05-27 00:00:00,15.00,17.00,Mauerkircherstr. 59,stationär,,Prtest gegen Menschenrechtverletzungen und aktuelle Hinrichtungen im Iran,20,24.05.2023
2023-05-27 00:00:00,14.00,15.00,Luisenstraße 43,stationär,,Freiheit für Mediamanager Nika Gvaramia,50,19.05.2023
2023-05-27 00:00:00,14.00,16.30,THW - THW,Autokorso,,"Frieden schaffen ohne Waffen, Aufarbeitung der Corona Massnahmen, Sofortiger Rücktritt der Ampelregierung, Stoppt Klimakleber",,23.05.2023
2023-05-28 00:00:00,13.00,18.00,Karlsplatz,stationär,Hammad Muhammad Wasiq,Unegrechte und illegale Prozesse gegen Imran Khan in Pakistan,50-150,19.05.2023
2023-05-29 00:00:00,18.00,20.15,MPL bis MPL,sfv,,Spaziergang für den Frieden,15,11.04.2023
2023-05-30 00:00:00,18.15,20.15,Karlsplatz am Tor,stationär,,Activists for the Victims,10-25,26.04.2023
2023-05-31 00:00:00,18.00,22.00,Sanddornstr. / Kieferngartenstr.,sfv,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,09.05.2023
2023-05-31 00:00:00,19.30,20.30,Marienplatz,stationär,,Die aktuelle Situation in Palästina,5,17.04.2023
2023-05-31 00:00:00,17.30,18.30,Europaplatz,stationär,Amnestey International,Mahnwache zu Menschenrechten in Russland und zur Invasion in der Ukraine,10-20,22.05.2023
2023-05-31 00:00:00,11.00,12.30,Lazarettstraße 33,stationär,Tibet Initiative Deutschland,Kritik an der Tibet Politik,20,30.05.2023
2023-06-01 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,15.05.2023
2023-06-01 00:00:00,17:00,19:00,Karlsplatz,stationär,ANIMALS UNITED e.V.,Weltmilchtag,15,15.05.2023
2023-06-01 00:00:00,11:00,13:00,Ludwigstraße 2,stationär,Bundesverband Deutscher Milchviehhalter e.V.,"Milchbauern baden aus, was die Politik verschlafen/versäumt hat",50,09.05.2023
2023-06-01 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Leuchtturm ARD,10-30,24.05.2023
2023-06-01 00:00:00,18.00,19.00,Paul-Heyse-Straße 2-4,stationär,,Leuchtturm ARD,2-20,30.05.2023
2023-06-01 00:00:00,17.15,19.00,Odeonsplatz,staionär,,Save Ukrainian Children,5-10,30.05.2023
2023-06-01 00:00:00,16.05,16.55,Ludwigstraße beim Landwirtschaftsministerium,stationär,,Kritik am Weltmilchtag,5-10,30.05.2023
2023-06-01 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-06-02 00:00:00,18:00,19:00:00,Karlsplatz,stationär,,Solidarität mit kurdischen Flüchtlingslager Mexmur - Schluss mit der Gewalt der irakischen und türkischen Armeen!,20,2023-05-30 00:00:00
2023-06-02 00:00:00,14.00,16.30,Professor-Huber-Platz - Königsplatz,sfV,,"Internationale Kämpfe & Protestbewegungen vorstellen und Bezug zur Klimagerechtigkeit herstellen (z.B. Rojava, Chile, Iran,…) ",70,16.05.2023
2023-06-02 00:00:00,15.00,16.00,Leopoldstraße 53 vor der Deutschen Bank,stationär,Greenpeace München,Finanzielle Aspekte für das Klima,3,19.05.2023
2023-06-02 00:00:00,08.00,16.30,Zenettistraße 10 beim Schlachthof,stationär,,Friedliche Mahnwache für die Tiere,10-20,25.05.2023
2023-06-03 00:00:00,14:00,18:00:00,Marienplatz,stationär,,Christliche Werte in Gesellschaft und Politik,25,2023-05-31 00:00:00
2023-06-03 00:00:00,18:15,21:00,Odeonsplatz,stationär,,Active Love: Frieden anstatt Extremismus,10,28.04.2023
2023-06-03 00:00:00,14.00,16.00,Odeonsplatz (Platz vor der Feldherrnhalle),stationär,,"Das ""Wir gemeinsam Bündnis"" meldet an, zum Thema: ""Wir wollen leben""",300,25.11.2022
2023-06-03 00:00:00,14.00,18.00,Karlsplatz/Stachus,stationär,Evang. Christus Gemeinde e.V.,Freiheit in der Zukunftige welt,15,08.02.2023
2023-06-03 00:00:00,11.00,12.30,Tegernseer Platz 1,stationär,Internationalistisches Bündnis / MLPD,Der Kaptialismus bedroht die Menschheit - Was können wir tun,4,31.05.2023
2023-06-03 00:00:00,12.30,18.00,Am Harras,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-06-03 00:00:00,17.15,20.15,offen,stationär,,Activists for the Victims,5-20,28.02.2023
2023-06-03 00:00:00,14.00,18.00,Rindermarkt,stationär,,"Christenverfolgung, christliche Werte",10-20,15.05.2023
2023-06-03 00:00:00,15.00,18.00,Karl-Stützel-Platz,stationär,,Demonstrieren gegen den Krieg im Sudan,70-120,22.05.2023
2023-06-03 00:00:00,17.00,19.30,Schleißheimer Str. 85 vor Lidl,stationär,,Tierschutz. ,10,22.05.2023
2023-06-03 00:00:00,11.00,12.00,Gärtnerplatz bis Feilitzschstraße/Keferstraße/Biedersteiner Str.,sfv,,"Radfahren an dem Weltfahrtag für Iranische und Afghanische Frauen, die nicht das Recht haben, in ihrem Land Rad zu fahren.",40-60,23.05.2023
2023-06-03 00:00:00,12:45,17:45:00,Sendlinger Str. 8,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-06-03 00:00:00,10.30,13.00,Tal 13,stationär,Greenpeace München,Tierhaltung bei Kühen,6,31.05.2023
2023-06-03 00:00:00,17:15,20:15,Neuhauser Str. 2 (sitzender Keiler),stationär,Activists for the Victims,Activists for the Victims,10-25,31.05.2023
2023-06-04 00:00:00,14.30,,MPL/Stachus?,sfv,,Demo gegen Chatkontrolle,,21.04.2023
2023-06-04 00:00:00,14.00,18.00,Max-Joseph-Platz,stationär,,Mahnwache für Julian Assange und Frieden,35-40,09.05.2023
2023-06-04 00:00:00,20.00,21.00,Marienplatz,stationär,Hongkong in Deutschland e.V.,Mahnwache zum Tiananmen-Massaker am 4. Juni,20,22.05.2023
2023-06-04 00:00:00,10.00,18.30,Rindermarkt,stationär,,Wir für Bildung - Wir für München - Versammlung für mehr Bildung,5,01.06.2023
2023-06-04 00:00:00,12.00,15.00,Karlsplatz,stationär,Free Russians e.V.,Unterstützung von politisch Gefangenen in Russland,50-100,23.05.2023
2023-06-05 00:00:00,18.00,19.00,Tegernseer Landstraße vor Tela Post,stationär,,Weg mit Hatz IV! Nazipropaganda!,20-30,12.12.22
2023-06-05 00:00:00,13.00,15.00,Bob-van-Benthem-Platz,stationär,Bangladesch Nationalist Party (BNP),Menschenrechte und Meinungsfreiheit in Bangladesch,50-75,17.04.2023
2023-06-06 00:00:00,18.15,22.00,Karlsplatz,stationär,,Save Ukraine Zerstörte Wasserkraft in Kachowka,30-50,06.06.2023
2023-06-07 00:00:00,18.00,22.00,Thalkirchner Platz - Thalkirchner Platz,sfv,"München steht auf.de, human&earth e.V.","Freie Rede, Freie Meinungsäußerung, keine Durchgriffsrechte der WHO ohne Absegnung durch den Souverän Free Assange - wo bleit die Solidarität der Journalisten. Freie Impfentscheidung, keine Digitale Kontrolle a la China",500,09.05.2023
2023-06-07 00:00:00,18:00,20:00:00,Hans-Jochen-Vogel-Platz,stationär,,SOLIDARITÄT MIT Opfern sexueller Gewalt,2,2023-06-06 00:00:00
2023-06-08 00:00:00,17:30,19:00,Karlsplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,15.05.2023
2023-06-08 00:00:00,13.00,17.30,Kolumbusplatz bis JVA Stadelheimer Straße Nordtor,sfv,,Freiheit für Oberst a.D. Maximilian Eder Auf die Straße,100-200,22.05.2023
2023-06-08 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,10-30,30.05.2023
2023-06-08 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-06-09 00:00:00,13:00,14:00:00,Karlsplatz (Stachus),stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,offen,2022-12-09 00:00:00
2023-06-09 00:00:00,17.00,19.00,Rindermarkt,stationär,,Der Zweck der Versammlung die Ursachen schützen unsere Senegalesische Demokratie Menschenwürde Wir sind aus Senegal wir leben hier in Deutschland Bitte wir wollen senden eine Nachricht in Senegal Danke,70,2023-06-05 00:00:00
2023-06-09 00:00:00,17.00,19.00,Marienplatz,stationär,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20,23.05.2023
2023-06-09 00:00:00,15.00,18.00,Karlsplatz,stationär,Verein für vedische Kultur e.V.,Vedische Kultur,10,26.05.2023
2023-06-09 00:00:00,18.00,19.15,Goetheplatz - Gärtnerplatz,sfV,,Eilversammlung Protest gegen die heute abend beschlossenen Asylrechtsverschärfungen ,30-50,08.06.2023
2023-06-09 00:00:00,17.00,18.00,Residenzstr. 2,stationär,,Anti-Pelz Demonstration LHVM,15,04.06.2023
2023-06-10 00:00:00,16:30,19:30,Karlsplatz,stationär,,Active Love: Frieden anstatt Extremismus,10,28.04.2023
2023-06-10 00:00:00,18.15,21.00,Odeonsplatz,stationär,,Mahsa Amini,400,31.03.2023
2023-06-10 00:00:00,12.30,18.00,Rotkreuzplatz,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-06-10 00:00:00,17.15,20.15,offen,stationär,,Activists for the Victims,5-20,28.02.2023
2023-06-10 00:00:00,11.00,15.00,Marienplatz,stationär,AK Stop Sexkauf,Umgang mit den Sperrbezirken in München Entkriminalisiserung der Frauen in der Prostitution Eindämmung der Nachfrage,15,08.05.2023
2023-06-10 00:00:00,18:00,20:00,"Olympiahalle, Eingang Ost",stationär,,SOLIDARITÄT MIT OPFERN SEXUELLER GEWALT ,100,09.06.2023
2023-06-10 00:00:00,15.00,22.00,Odeonsplatz - Theresienwiese,sfv,Mehr Lärm für München,"1.) Freiluftraves &- Konzerte auf Straßen, Plätzen, Brücken niederschwellig ermöglichen, 2.) Lärmschutzzonen schaffen 3.) Nachtkultur stärken 4) Freiflächen und Freiräume schaffen",10.000,20.02.2023
2023-06-10 00:00:00,11.00,13.30,Kirchenstr. 86 vor Lidl,stationär,,Tierschutz. ,7,22.05.2023
2023-06-10 00:00:00,12:45,17:45:00,Sendlinger Str. 8,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-06-10 00:00:00,17:15,20:15,"Neuhauserstr. 2 ""sitzender Keiler""",stationär,Activists for the Victims,Activists for the Victims,10-25,31.05.2023
2023-06-11 00:00:00,13.30,17.00,Marienplatz,stationär,KVPM Deutschland e.V.,Menschenrechtsverletzungen in der Psychiatrie,3-5,18.05.2023
2023-06-11 00:00:00,15.00,17.10,Baldeplatz - Papa-Schmid-Straße,sfv,,Gegen die Verfolgung queerer Menschen in Uganda und anderen Ländern. Schutz von Geflüchteten aus Ländern in denen geen LGBTIQA* gehetzt wird.,50-100,05.06.2023
2023-06-11 00:00:00,18:00,19:30,Brundageplatz,stationär,,Kundgebung gegen das Rammstein-Konzert in Solidarität mit den Betroffenen sexualisierter Gewalt,30,09.06.2023
2023-06-12 00:00:00,12.00,13.00,Nymphenburger Str. 16 vor dem Amtsgericht München,stationär,,Gegen ihre Klassenjustiz - Solidarisch zusammenstehen gegen politisch motivierte Repression,20,19.05.2023
2023-06-12 00:00:00,18:00,20:15,Münchner Freiheit - Münchner Freiheit,sfV,,Montagsspaziergang für den Frieden auf die Straße,10,01.06.2023
2023-06-13 00:00:00,15.30,18.00,Rosenkavalierplatz 16,stationär,,Stopp der Frühsexualisierung unserer Kinder,50,05.06.2023
2023-06-13 00:00:00,12:00,15:00,Marienplatz,stationär,,"die Zeit ist gekommen. Aufstehen für Gemeinschaft, Demokratie u. Werte die in Gesellschaft und Politik verloren gehen.",20,02.06.2023
2023-06-13 00:00:00,18:15,20:15,Marienplatz,stationär,,Activists for the Victims,10-25,08.06.2023
2023-06-13 00:00:00,16:30,18:00,Rosenkavalierplatz 6a,stationär,,Zukunft unserer Kinder in unserem Land. Werteverfall und die Lösung,20,02.06.2023
2023-06-13 00:00:00,15.30,17.30,Vor der Stadtbibliothek Rosenkavalierplatz,stationär,AfD-Kreisverband München Ost,Hände weg von unseren Kindern! Verbot von Genderpropaganda und anderen Perversionen!,200,08.05.2023
2023-06-13 00:00:00,15.30,19.00,Rosenkavalierplatz 16 auf Höhe der Stadtbibliothek,stationär,München ist bunt! e.V.,München ist bunt! ,50,04.05.2023
2023-06-13 00:00:00,15.30,17.00,Rosenkavalierplatz vor der Haus-Nr. 5 auf öffentlicher Gehwegfläche ,stationär,Stimme der Stillen e.V.,Gebet zum Schutz der Kinder vor Übergriffen und sexueller Gewalt,25,26.05.2023
2023-06-13 00:00:00,15.45,19.00,Rosenkavalierplatz 16 ,stationär,,Drag Devels schleichts Euch = Finger weg von den Kindern,200,09.05.2023
2023-06-13 00:00:00,18.00,19.00,Theodor-Fischer-Straße 73,stationär,,Der Westen ist bunt - eine Münchner Bürgerinitiative für Willkommenskultur,30,29.05.2023
2023-06-13 00:00:00,18.00,22.00,Theodor-Fischer-Straße 73,stationär,Allach Living,"Rettet unsere Würmwiese. Erhalt von Naherholungsgebieten und Grünflächen, sozial-verträgliche Infrastruktur, lebenswertes Allach, Information zu diversen Bauvorhaben der Stadt München im 23. Bezirk",200,02.06.2023
2023-06-14 00:00:00,17:30,19:30,Blumenstraße - Blumenstraße,sfV,,Verkehrswende jetzt!,10-20,05.06.2023
2023-06-14 00:00:00,17:30,19:30,Blumenstraße - Blumenstraße,sfV,,Wo ist unser Altstadt-Radlring?,10-20,05.06.2023
2023-06-14 00:00:00,17.00,18.00,Partnachplatz,stationär,isarlust e.V.,Kulturlieferdienst,50,19.05.2023
2023-06-14 00:00:00,09:00,18:00,Geschwister-Scholl-Platz,stationär,,Prekäre Arbeitsbedingungen an den Universitäten,20,02.06.2023
2023-06-14 00:00:00,18.00,22.00,Isartorplatz - Isartorplatz,sfv,München steht auf.de,"Eine vernünftige Energiepolitik muß her. Grunrechte wieder herstellen. Free Assange, Keine Durchgriffsrechte an die WHO abgeben. Corona und die Impfgeschädigten klären wir auf. Freie Impfentscheidung, keine Digitale Kontrolle ala China.",500,30.05.2023
2023-06-14 00:00:00,15.30,18.00,Karlsplatz,stationär,Ärzte gegen Tierversuche e.V.,Augsburg muss tierversuchsfrei bleiben!,2-10,09.06.2023
2023-06-14 00:00:00,11.00,13.00,Gärtnerplatz,stationär,,"Protestkundgebung der Münchner Apotheken für bessere Patientenversorgung, weniger Bürokratie im Gesundheitswesen und bessere Vergütung",200,09.06.2023
2023-06-15 00:00:00,17:30,19:00,Tal 13,stationär,,KlimatreffPunkt der Parents for Future,10-20,30.05.2023
2023-06-15 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-06-15 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,10-30,05.06.2023
2023-06-15 00:00:00,18:00,19:00,Paul-Heyse-Str. 2-4,stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,2-20,12.06.2023
2023-06-15 00:00:00,10.00,11.30,Brundageplatz - Moosacher Str. 90,sfv,IG Metall München,Tarifrunde 2023 in der Leiharbeti - verhandlungsbegleitende Aktion,1000,07.06.2023
2023-06-16 00:00:00,12.00,18.30,Geschwister-Scholl-Platz,stationär,,Interaktives MÜNCHEN & GEDENKEN 2023 - 1976 Soweto Aufstand  JUNE 16 WEEK BILDUNGSCAMP OPEN SPACE NETZWERKTREFFEN,50,07.06.2023
